title,post_date,edit_date,contributor_id,contributor_rank,message_text,post_moderation,category,url
Interested in trying out a new beta feature on Upwork?,3/12/20 5:48,,8c42d35d6421d6fb,ActiveMember,Is the popular project helpful to get a first job?,Unedited,Announcements,https://community.upwork.com/t5/Announcements/Interested-in-trying-out-a-new-beta-feature-on-Upwork/td-p/634898
Interested in trying out a new beta feature on Upwork?,8/18/19 4:56,,754010c59fc94376,CommunityManager,"Hi Michael, When we implement this feature for you, it will trigger the creation of default projects that are based on previous projects you’ve completed. You should review and customize these since you know best what your clients need.You have full control over the projects on your profile and can add, edit or remove items. If you remove the projects, clients won’t see this section on your profile.",Unedited,Announcements,https://community.upwork.com/t5/Announcements/Interested-in-trying-out-a-new-beta-feature-on-Upwork/td-p/634898
Interested in trying out a new beta feature on Upwork?,6/5/20 16:37,,a88e62a7a5a82c96,CommunityGuru,Thanks Upwork! Mine's working now. I just tried to add one to test.,Unedited,Announcements,https://community.upwork.com/t5/Announcements/Interested-in-trying-out-a-new-beta-feature-on-Upwork/td-p/634898
Interested in trying out a new beta feature on Upwork?,8/22/19 2:58,,f2f7074a367fd9e7,Moderator,"Hi Gabor,Yes, you have full control over the projects on your profile. You can add, edit, or remove items. If you remove the projects, clients won’t see this section on your profile. Thank you.",Unedited,Announcements,https://community.upwork.com/t5/Announcements/Interested-in-trying-out-a-new-beta-feature-on-Upwork/td-p/634898
Interested in trying out a new beta feature on Upwork?,3/30/20 10:53,,eff16ef52065890e,ActiveMember,It seems a good feature. Lets try this out. Please add me as well.My profile link ishttps://www.upwork.com/o/profiles/users/~01e5a0a372fcd0e488/,Unedited,Announcements,https://community.upwork.com/t5/Announcements/Interested-in-trying-out-a-new-beta-feature-on-Upwork/td-p/634898
Interested in trying out a new beta feature on Upwork?,11/10/19 8:11,,add87337521973ac,Moderator,"Hi Joan,You can remove Popular Projects from your profile. You just need to go to Find Work > Profile, hover your mouse over a project, you'll see a pencil icon and click it. You'll see an option to delete a project. If you delete all three projects, that section won't show on your public profile.Thank you.",Unedited,Announcements,https://community.upwork.com/t5/Announcements/Interested-in-trying-out-a-new-beta-feature-on-Upwork/td-p/634898
Interested in trying out a new beta feature on Upwork?,10/5/19 10:37,,7d3a7a44a38b7b55,ActiveMember,https://www.upwork.com/fl/saad05,Unedited,Announcements,https://community.upwork.com/t5/Announcements/Interested-in-trying-out-a-new-beta-feature-on-Upwork/td-p/634898
Interested in trying out a new beta feature on Upwork?,4/21/20 14:44,,f7f04c39ed06458f,Moderator,"Thank you for your interest,Maria Marilyn andSaad. I shared your profiles with our team.",Unedited,Announcements,https://community.upwork.com/t5/Announcements/Interested-in-trying-out-a-new-beta-feature-on-Upwork/td-p/634898
Interested in trying out a new beta feature on Upwork?,11/17/19 7:40,,bea19a97e9fbacad,CommunityGuru,"Hover over any existing project with the mouse, a pencil will appear. Click it. Edit it.",Unedited,Announcements,https://community.upwork.com/t5/Announcements/Interested-in-trying-out-a-new-beta-feature-on-Upwork/td-p/634898
Interested in trying out a new beta feature on Upwork?,11/20/19 15:17,,b36ddabdfeb76f62,ActiveMember,"Any tips on what kinds of projects to include in the new Popular Projects section?I'm an iOS developer, and UpWork is recommending these three Popular Projects to me:Embedded ApplicationsStarting at$350 [side note: $350 is *not* a good suggested price for an embedded app]Database ArchitectureStarting at$1,950Database DesignStarting at$2,000These suggestions don't seem very iOS/mobile specific.Is there an algorithm that generates these? Like are these ""good"" suggestions?Any tips on what kinds of Popular Projects an iOS developer should put here would be appreciated too. This is a new profile section and I want to use it effectively.",Unedited,Announcements,https://community.upwork.com/t5/Announcements/Interested-in-trying-out-a-new-beta-feature-on-Upwork/td-p/634898
Interested in trying out a new beta feature on Upwork?,8/21/19 14:22,,d324e45037dc32fc,CommunityGuru,"Md Rimon:Upwork stuck this on my profile page a couple weeks ago.I was able to go to my page in edit mode and delete all of the ""Popular Projects.""You can edit these, delete them, or add new ones.Why is Upwork doing this?Upwork is experimenting with this new aspect of their system. They believe it will be something that clients will appreciate, and which will make it more likely that clients hire freelancers and spend money on Upwork.So, in essence, Upwork's reason for doing this is to increase their earnings by helpiong you (the freelancer) earn more money from clients.",Unedited,Announcements,https://community.upwork.com/t5/Announcements/Interested-in-trying-out-a-new-beta-feature-on-Upwork/td-p/634898
Interested in trying out a new beta feature on Upwork?,8/21/19 19:28,,b3414a5396ccbff3,Moderator,"Hi Jennifer,Thanks for sharing your suggestion! I'll go ahead and note it so that the team can consider this if, and, when it's released as an actual feature.",Unedited,Announcements,https://community.upwork.com/t5/Announcements/Interested-in-trying-out-a-new-beta-feature-on-Upwork/td-p/634898
Interested in trying out a new beta feature on Upwork?,12/8/19 0:48,,5bfcf097a4b94788,AceContributor,"Hello,could you please explain how i can use this update""Showcase custom projects on your profile to attract more clients""i see this sentence as a note but there is nothing to click.thanks,",Unedited,Announcements,https://community.upwork.com/t5/Announcements/Interested-in-trying-out-a-new-beta-feature-on-Upwork/td-p/634898
Interested in trying out a new beta feature on Upwork?,12/12/19 16:17,,901134347b0b0bd3,ActiveMember,https://www.upwork.com/o/profiles/users/_~0114f916f8b743cc68/,Unedited,Announcements,https://community.upwork.com/t5/Announcements/Interested-in-trying-out-a-new-beta-feature-on-Upwork/td-p/634898
Interested in trying out a new beta feature on Upwork?,12/15/19 20:09,,c27c9cbcfbe57502,CommunityLeader,"Nice feature. I've gone ahead and added a project, but why only showcase fixed price types of projects?",Unedited,Announcements,https://community.upwork.com/t5/Announcements/Interested-in-trying-out-a-new-beta-feature-on-Upwork/td-p/634898
Interested in trying out a new beta feature on Upwork?,8/19/19 9:58,8/19/19 10:00,f041addf7e015b1d,CommunityGuru,"Thanks, Wes C and Vladimir!I'm in.https://www.upwork.com/o/profiles/users/_~01859f023727950edd/",Unedited,Announcements,https://community.upwork.com/t5/Announcements/Interested-in-trying-out-a-new-beta-feature-on-Upwork/td-p/634898
Interested in trying out a new beta feature on Upwork?,10/9/19 20:02,,3eabf39307181e07,ActiveMember,I would be interested also. https://www.upwork.com/fl/alanabryant,Unedited,Announcements,https://community.upwork.com/t5/Announcements/Interested-in-trying-out-a-new-beta-feature-on-Upwork/td-p/634898
Interested in trying out a new beta feature on Upwork?,10/11/19 7:48,,a386c727d59ecd17,ActiveMember,Interested!,Unedited,Announcements,https://community.upwork.com/t5/Announcements/Interested-in-trying-out-a-new-beta-feature-on-Upwork/td-p/634898
Interested in trying out a new beta feature on Upwork?,11/10/19 7:55,,077a249dbca6240e,CommunityGuru,I am not interested in this new feature. Please remove it from my profile.,Unedited,Announcements,https://community.upwork.com/t5/Announcements/Interested-in-trying-out-a-new-beta-feature-on-Upwork/td-p/634898
Interested in trying out a new beta feature on Upwork?,11/15/19 1:44,,7b0be93b84f07be1,ActiveMember,I'm very interested!https://www.upwork.com/o/profiles/users/_~015ab493aa6586efb5/Thank you in advance!,Unedited,Announcements,https://community.upwork.com/t5/Announcements/Interested-in-trying-out-a-new-beta-feature-on-Upwork/td-p/634898
Interested in trying out a new beta feature on Upwork?,11/18/19 4:44,,cb12f0f393632c75,AceContributor,"Yes, I know, but the lowest price is always $ 50. And in the real world is it not.",Unedited,Announcements,https://community.upwork.com/t5/Announcements/Interested-in-trying-out-a-new-beta-feature-on-Upwork/td-p/634898
Interested in trying out a new beta feature on Upwork?,11/17/19 6:09,,4b34de4a991c3869,ActiveMember,"Hi!My question is quite short:""How to change the content of Popular Project?""Thanks",Unedited,Announcements,https://community.upwork.com/t5/Announcements/Interested-in-trying-out-a-new-beta-feature-on-Upwork/td-p/634898
Interested in trying out a new beta feature on Upwork?,8/24/19 14:52,,acd4bf43e5fcbdab,CommunityGuru,"Phyllis, did you click onthe Showcase custom projects on your profile to attract more clientsbefore the choices appeared or did Upwork send you something else that prompted / forced you to take action?Wendy, I was minding my own business, waiting for the beta testers to try it out. UW sent me an email with a link to check out the customizable projects that they had already populated (with ridiculous descriptions and prices). I couldn't determine that they werenot already visible to clients, so I interrupted my work to deal with it. I'm still not sure whether or not clients can see them now.",Unedited,Announcements,https://community.upwork.com/t5/Announcements/Interested-in-trying-out-a-new-beta-feature-on-Upwork/td-p/634898
Interested in trying out a new beta feature on Upwork?,9/5/19 7:45,,192f2a9a85137fbd,ActiveMember,definitely interested,Unedited,Announcements,https://community.upwork.com/t5/Announcements/Interested-in-trying-out-a-new-beta-feature-on-Upwork/td-p/634898
Interested in trying out a new beta feature on Upwork?,9/5/19 7:54,,8b40ec9a1fc93cd7,ActiveMember,I'm really interested. Where can I add this feature? link to my profile -https://www.upwork.com/freelancers/~01f6a4e2b80726f7fe,Unedited,Announcements,https://community.upwork.com/t5/Announcements/Interested-in-trying-out-a-new-beta-feature-on-Upwork/td-p/634898
Interested in trying out a new beta feature on Upwork?,8/20/19 11:33,,06a0bcb1723b596e,CommunityGuru,I'm behind... Is it too late for me to play?https://www.upwork.com/fl/kimfarnell,Unedited,Announcements,https://community.upwork.com/t5/Announcements/Interested-in-trying-out-a-new-beta-feature-on-Upwork/td-p/634898
Interested in trying out a new beta feature on Upwork?,9/9/19 14:05,,304ff7cf962cb2d5,ActiveMember,count me in!,Unedited,Announcements,https://community.upwork.com/t5/Announcements/Interested-in-trying-out-a-new-beta-feature-on-Upwork/td-p/634898
Interested in trying out a new beta feature on Upwork?,9/11/19 16:51,9/11/19 17:07,eff3bcc96b932d0f,CommunityGuru,"In response to the question in the subject line: Uh, no, I don't want this, so why did it go live on my profile this week? I'm one of the people who got this without volunteering (or being asked).My big question is this: why the hell ask if you're just planning on dumping it on people regardless of how they might respond to the question? I see no point in asking this question if you're not planning to give people the option.The title of this thread clearly states ""Interested in trying out a new beta feature on UpWork?""The anwer is no, and I just disabled it. The question is, why did it go live on my profile in the first place?",Unedited,Announcements,https://community.upwork.com/t5/Announcements/Interested-in-trying-out-a-new-beta-feature-on-Upwork/td-p/634898
Interested in trying out a new beta feature on Upwork?,9/11/19 20:16,,056dde4a0d1cb6de,ActiveMember,let me in https://www.upwork.com/fl/suratnomulyo,Unedited,Announcements,https://community.upwork.com/t5/Announcements/Interested-in-trying-out-a-new-beta-feature-on-Upwork/td-p/634898
Interested in trying out a new beta feature on Upwork?,9/16/19 11:06,,68a317a34e0987f9,ActiveMember,I'm curious and would be happy to try this. https://www.upwork.com/o/profiles/users/_~0178d9a163711f1a7b/,Unedited,Announcements,https://community.upwork.com/t5/Announcements/Interested-in-trying-out-a-new-beta-feature-on-Upwork/td-p/634898
Interested in trying out a new beta feature on Upwork?,8/16/19 14:33,,a46b7284e2e12fa4,CommunityManager,"Thanks so much for your interest, everybody! We have added profiles of those who posted here so far to the waitlist and will continue doing so for future posts.",Unedited,Announcements,https://community.upwork.com/t5/Announcements/Interested-in-trying-out-a-new-beta-feature-on-Upwork/td-p/634898
Interested in trying out a new beta feature on Upwork?,9/2/19 6:30,,f779dc2da1bef93c,ActiveMember,"Hello.I also received an email inviting me to try ""popular projects"".I am illustrator and I thought that sounds like a great idea. Of course, I added my popular projects, but I was expecting some kind of functionality from this extension. Like on Fiverr or something else.In fact, I just described the various prices, but this does not simplify the work, neither for me nor for the client.Why not add functionality so that it really helps clientss find the right freelancers? For example, add a search for projects.Or add a button so that a client can quickly order such a service. Without spending time write description of offer form or creating a job post and sending out invitations?This function has great potential, but now, it seems to me, it is useless and just takes its place, placing the portfolio section lower.By the way, it would be nice to add the ability to attach 1-few pictures that would help explain what I offer.",Unedited,Announcements,https://community.upwork.com/t5/Announcements/Interested-in-trying-out-a-new-beta-feature-on-Upwork/td-p/634898
Interested in trying out a new beta feature on Upwork?,8/17/19 11:39,,0647587a9997929d,CommunityGuru,"Interested in seeing an official response to Michael's question ...""Do I understand correctly that the creation of bundles and the text they contain is entirely under our control, with absolutely no content generated by Upwork algorithms?""",Unedited,Announcements,https://community.upwork.com/t5/Announcements/Interested-in-trying-out-a-new-beta-feature-on-Upwork/td-p/634898
Interested in trying out a new beta feature on Upwork?,8/23/19 13:15,,55751f056479a060,CommunityGuru,"Thanks Valeria, but I think I explained myself wrong.What I see in my profile is this:Nothing appears with information or examples as I have seen it happen to others.I don't want to eliminate the option to create the projects, so, what I wanted to know is (I just read the same from Virginia):- If this image will be seen by customers and,- If I can edit a project and ""NO publish it"" (have it as a draft as with the specialized profiles)And regarding the feedback, for now what seems to me to fail is the length of the text, as others have said.For example, in the type of animation I do, there are so many things that can vary the budget ... If there is a script, a storyboard created, if the designs are created or not and in what format, if it will have sound and / or voiceover, if lipsync will be necessary, if ...So 255 is a really low number to explain all this and I am a little scared that, if it is not explained well, the client can ""grab"" the figure he sees from the beginning.I do not know if I explain myself very well.",Unedited,Announcements,https://community.upwork.com/t5/Announcements/Interested-in-trying-out-a-new-beta-feature-on-Upwork/td-p/634898
Interested in trying out a new beta feature on Upwork?,8/21/19 2:04,8/21/19 3:17,1f06e03e9a593340,CommunityGuru,"Pardon my frustration but what the he** is wrong with you people (@ Upwork)? You're asking for volunteers for beta, and then you turn around and throw this feature on profiles of people who DID NOT volunteer to participate? What's the point of volunteering?And then you pre-populate my LIVE PROFILE with services I don't even offer? **Edited for Community Guidelines** have your devs never heard of ""drafts""? Is there anything you can do right?!",**Edited**,Announcements,https://community.upwork.com/t5/Announcements/Interested-in-trying-out-a-new-beta-feature-on-Upwork/td-p/634898
Interested in trying out a new beta feature on Upwork?,9/3/19 14:16,,ada00f5c17e5494e,CommunityGuru,"As a client, I started seeing the pre-populated projects on freelancers' profiles and they're utterly confusing - I don't know if these are prices and projects freelancers set themselves, or if they're just the default random stuff UW put up and FL hasn't had the chance to remove yet. If I wasn't a freelancer myself, I wouldn't even understand what the purpose is of this section.""Get it done faster. Start a conversation about any of these"" doesn't explain anything to me as a client, especially when ""Answered Tickets starting at $750"" is one of the projects on this list. What even.Ines, you may not know this, but the description for each 'popular project' is limited to 256 characters, so even when the freelancer spends time on it, it's likely to be sketchy.",Unedited,Announcements,https://community.upwork.com/t5/Announcements/Interested-in-trying-out-a-new-beta-feature-on-Upwork/td-p/634898
Interested in trying out a new beta feature on Upwork?,9/2/19 8:47,,9a2f95a3edf800a3,ActiveMember,I am definitely interested.https://www.upwork.com/fl/bhartis5?viewMode=1,Unedited,Announcements,https://community.upwork.com/t5/Announcements/Interested-in-trying-out-a-new-beta-feature-on-Upwork/td-p/634898
Interested in trying out a new beta feature on Upwork?,9/3/19 7:02,,a6308b29875ac3ea,ActiveMember,"Is there any information on how many clients are seeing the Popular Projects? I have made a few, but I don't know if anyone can see them yet, so I'm not sure when I should expect to hear from potential clients.Do clients have a way to search within Popular Projects, or do they have to look at an individual's profile to find that information?",Unedited,Announcements,https://community.upwork.com/t5/Announcements/Interested-in-trying-out-a-new-beta-feature-on-Upwork/td-p/634898
Interested in trying out a new beta feature on Upwork?,8/27/19 14:11,,b235ce2072383f2f,ActiveMember,"To be honest, I think Upwork is converting to Fivver because all the new freelancers will offer lower prices!",Unedited,Announcements,https://community.upwork.com/t5/Announcements/Interested-in-trying-out-a-new-beta-feature-on-Upwork/td-p/634898
Interested in trying out a new beta feature on Upwork?,8/28/19 9:09,,76621dde2a83c115,ActiveMember,Interested.Here's my profile link:https://www.upwork.com/freelancers/~01f66ea4c7fe9c48d0,Unedited,Announcements,https://community.upwork.com/t5/Announcements/Interested-in-trying-out-a-new-beta-feature-on-Upwork/td-p/634898
Interested in trying out a new beta feature on Upwork?,8/29/19 11:43,8/29/19 14:07,0f81250a9faadee6,UpworkStaff,"My name is Mhaire (pronounced Mary) and I am a design researcher at Upwork HQ! I’m helping the design and engineering teams to improve the User Experience of our product.This thread has been very active with freelancers who would like to beta our new feature. I’d like to reach out to some of you who already have the Popular Projects feature on your profile. If you have 20 minutes to provide Upwork with feedback on the Popular Projects/ My Projects feature and what you think about it, I would like to speak with you. We will speak via a remote web conference session. You will need a computer with a mic and speakers, and good internet connection for this session. After we have spoken, we will offer you a $25 Upwork credit or Amazon gift card as a thank you for your time.If you are interested in participating, please complete this short survey, and we will contact you if you are eligible for our study.Note, you will not be compensated for completing the survey linked above. You’ll only be compensated if you are eligible for our study and we contact you for further participation.Let me know if you have any questions for me.Thank you,Mhaire Fraser| Design Research | Upwork",Unedited,Announcements,https://community.upwork.com/t5/Announcements/Interested-in-trying-out-a-new-beta-feature-on-Upwork/td-p/634898
Interested in trying out a new beta feature on Upwork?,8/30/19 6:42,8/30/19 11:00,b271ae2355e603a9,ActiveMember,"Hi Valeria,I have recieved an email from Upwork regarding this new feature of my profile. As you have said, this feature is great to market a predefine work product. In my case, I´m more interested in rate/hour, long term Project Management jobs.How can I conciliate this new feature with long term Project Management jobs?My profile is the following:https://www.upwork.com/fl/cristianblackAnd I also attach the mail I recieved from Upwork.Best regards,Cristian**Edited for Community Guidelines**",**Edited**,Announcements,https://community.upwork.com/t5/Announcements/Interested-in-trying-out-a-new-beta-feature-on-Upwork/td-p/634898
Interested in trying out a new beta feature on Upwork?,8/30/19 9:34,,4d92e6a75a61e99e,ActiveMember,"Hi Valeria! Is there a way I can turn this off of or hide it, while I get to figure out what I'm going to put in it? I don't like it's publicly shown.Thanks!",Unedited,Announcements,https://community.upwork.com/t5/Announcements/Interested-in-trying-out-a-new-beta-feature-on-Upwork/td-p/634898
Interested in trying out a new beta feature on Upwork?,8/27/19 6:33,,13d66565c4a7aae8,AceContributor,Count me in https://www.upwork.com/freelancers/~01d124aa4698aff623?frkscc=g4TifZspS9zo,Unedited,Announcements,https://community.upwork.com/t5/Announcements/Interested-in-trying-out-a-new-beta-feature-on-Upwork/td-p/634898
Interested in trying out a new beta feature on Upwork?,8/27/19 8:39,8/27/19 8:44,fc106043c4f2d12e,AceContributor,"I got a bunch of clients that send this kind of invitation, i got this message in invitation 'Please submit your offer or contact me for more details if you're available and interested.' i assume this is automatic sentence from upwork, problem is i cannot send an offer lol, when this will be implemented ?most clients don't know how to send offer or hire so i want to send them offer and all they do is accepting it",Unedited,Announcements,https://community.upwork.com/t5/Announcements/Interested-in-trying-out-a-new-beta-feature-on-Upwork/td-p/634898
Interested in trying out a new beta feature on Upwork?,8/27/19 12:09,,22921c1477c116e3,CommunityLeader,"I just received a notice regarding testing custom projects on my profile. This sounds like a good feature to have, but I have some questions - for example, the Writing project features some of my voiceover work, rather than writing work. Is there more information on this initiative? Can I change the featured projects without it changing them on my primary profile? Thanks -",Unedited,Announcements,https://community.upwork.com/t5/Announcements/Interested-in-trying-out-a-new-beta-feature-on-Upwork/td-p/634898
Interested in trying out a new beta feature on Upwork?,8/24/19 4:16,,2d725c9408616e51,ActiveMember,"We’re looking for freelancers who want to be among the first to add a “good Projects” section to their Upwork profile.“Good Projects” is a new way for freelancers to market a predefined work product. For example, you can bundle your services like this:",Unedited,Announcements,https://community.upwork.com/t5/Announcements/Interested-in-trying-out-a-new-beta-feature-on-Upwork/td-p/634898
Interested in trying out a new beta feature on Upwork?,8/24/19 11:21,,9e79bc9525907239,ActiveMember,Interested !!,Unedited,Announcements,https://community.upwork.com/t5/Announcements/Interested-in-trying-out-a-new-beta-feature-on-Upwork/td-p/634898
Interested in trying out a new beta feature on Upwork?,8/24/19 14:08,,bc31b4c3d7ae87b9,AceContributor,"Sounds quite intriguing, sign me in!",Unedited,Announcements,https://community.upwork.com/t5/Announcements/Interested-in-trying-out-a-new-beta-feature-on-Upwork/td-p/634898
Interested in trying out a new beta feature on Upwork?,8/25/19 8:38,,b8615b479c0d236d,CommunityLeader,I very rarely do fixed rate work. Will there be an option to add hourly popular projects?,Unedited,Announcements,https://community.upwork.com/t5/Announcements/Interested-in-trying-out-a-new-beta-feature-on-Upwork/td-p/634898
Interested in trying out a new beta feature on Upwork?,8/25/19 22:10,,ff0f9d2c0d896e4d,ActiveMember,I am intrested!!https://www.upwork.com/o/profiles/users/_~015859c7288c01d232/,Unedited,Announcements,https://community.upwork.com/t5/Announcements/Interested-in-trying-out-a-new-beta-feature-on-Upwork/td-p/634898
Interested in trying out a new beta feature on Upwork?,8/25/19 22:11,,db20f6f9f0a677ab,ActiveMember,It's an Amazing feature on Upwork! I'm very much interested in this feature here is my profilehttps://www.upwork.com/freelancers/~01b6ea531baea1d3ddThanksSultan,Unedited,Announcements,https://community.upwork.com/t5/Announcements/Interested-in-trying-out-a-new-beta-feature-on-Upwork/td-p/634898
Interested in trying out a new beta feature on Upwork?,8/25/19 23:58,,d164eeb0b0cbefbe,CommunityGuru,"""We have pre-populated the following projects which you can edit:""What on earth does that mean? This is too much for my brain: instead of populating a land, they are pre-populating it. And instead of pre-populating land, they are pre-populating projects!This must be an amazing experiment!",Unedited,Announcements,https://community.upwork.com/t5/Announcements/Interested-in-trying-out-a-new-beta-feature-on-Upwork/td-p/634898
Interested in trying out a new beta feature on Upwork?,8/23/19 10:09,,63670d6038967008,ActiveMember,"Hi Valeria,Thanks for the quick response!I did find the Delete button and removed the projects. I'd be happy to add them back if there were an hourly pricing option.",Unedited,Announcements,https://community.upwork.com/t5/Announcements/Interested-in-trying-out-a-new-beta-feature-on-Upwork/td-p/634898
Interested in trying out a new beta feature on Upwork?,8/23/19 5:28,,56d43401ac75d8b7,ActiveMember,https://www.upwork.com/fl/gglink,Unedited,Announcements,https://community.upwork.com/t5/Announcements/Interested-in-trying-out-a-new-beta-feature-on-Upwork/td-p/634898
Interested in trying out a new beta feature on Upwork?,8/24/19 1:01,8/24/19 1:02,18409f8b4cf596f8,ActiveMember,"Customize popular projects new featureWhen attempting to write anything in the pop up box eg the description or navigating away by clicking click off the screen you will lose everything inside each field ,Suggestion , have a close out button.Have a warning message that changes have not been saved.Test before going live .Browser Chrome",Unedited,Announcements,https://community.upwork.com/t5/Announcements/Interested-in-trying-out-a-new-beta-feature-on-Upwork/td-p/634898
Interested in trying out a new beta feature on Upwork?,8/23/19 3:52,,e02ae77bf1a17166,ActiveMember,"Hey Experts,yesterday, I received notification from upwork ""Introducing a new way to get clients - popular project"".I dont knwo that is everyone else is getting this notification or just me?a new section in my profile appeared, I added all 3 categories and then tried to see what changes I get in my feed. I didn't get any changing.I'm not sure what is the benefit of this. Is this temporary or permanent? please deliver any information you have regarding this.Thank you.",Unedited,Announcements,https://community.upwork.com/t5/Announcements/Interested-in-trying-out-a-new-beta-feature-on-Upwork/td-p/634898
Interested in trying out a new beta feature on Upwork?,8/25/19 19:44,,887efe537acc166d,CommunityLeader,"Apparently I've been selected to test this horrible and insulting feature.Could you sign me off and never implement it, please?",Unedited,Announcements,https://community.upwork.com/t5/Announcements/Interested-in-trying-out-a-new-beta-feature-on-Upwork/td-p/634898
Interested in trying out a new beta feature on Upwork?,8/16/19 17:41,,814076faf8630115,CommunityGuru,"Valeria -Thanks for adding me to this test. This round is definitely better than the first pass.Some initial feedback and questions:* I like the flexibility to customize projects that's been added to this test since the last time.* Even though the sample projects show line feeds, the text display doesn't respect them and runs the text together on one line.* Why is $50 the minimum project amount?* Why is there a 255 character limit on the description?Thanks...Wes",Unedited,Announcements,https://community.upwork.com/t5/Announcements/Interested-in-trying-out-a-new-beta-feature-on-Upwork/td-p/634898
Interested in trying out a new beta feature on Upwork?,8/23/19 8:39,,81b84afc60afb6d7,CommunityGuru,"Virginia,Please, go to Find Work > Profile, so that you are on the page where you can edit your profile. On the ""View my profile as others see it"" page, you won't be able to edit your profile and that's where you'd see ""Request Quote"" buttons.Thank you. Another question ... is this image going to be on my editing page for all eternity?",Unedited,Announcements,https://community.upwork.com/t5/Announcements/Interested-in-trying-out-a-new-beta-feature-on-Upwork/td-p/634898
Interested in trying out a new beta feature on Upwork?,8/22/19 12:36,,87d848b4d0d5880c,ActiveMember,This feature seems to be interesting. Please add me to the mixhttps://www.upwork.com/agencies/~01d594121b65d2e9b6.,Unedited,Announcements,https://community.upwork.com/t5/Announcements/Interested-in-trying-out-a-new-beta-feature-on-Upwork/td-p/634898
Interested in trying out a new beta feature on Upwork?,8/22/19 17:37,,b66014583c5ded43,ActiveMember,"I'm very interested in this, and it has already appeared on my profile for me to add projects. I added my three already, but I would love to explore this more and I think it's an interesting addition to my profile. Thank you. My Upwork profile link:https://www.upwork.com/o/profiles/users/_~016636455ba03635fc/",Unedited,Announcements,https://community.upwork.com/t5/Announcements/Interested-in-trying-out-a-new-beta-feature-on-Upwork/td-p/634898
Interested in trying out a new beta feature on Upwork?,8/22/19 21:06,,92d51f65afcaa39b,ActiveMember,"Is there a way to turn off the ""popular porjects"" feature? It just clutters up my portfolio and I do my best to avoid the complications that come with a lot of fixed rate contracts in favor of hourly, so it doesn't really apply to me as much. Is there a way I can just turn it off until I know Upwork is done running it through Beta and it won't somehow just turn around to bite me in the butt like some of the other 'new' features?",Unedited,Announcements,https://community.upwork.com/t5/Announcements/Interested-in-trying-out-a-new-beta-feature-on-Upwork/td-p/634898
Interested in trying out a new beta feature on Upwork?,8/22/19 22:43,,24a7477779c427d5,CommunityGuru,"Is there a way I can just turn it off until I know Upwork is done running it through Beta and it won't somehow just turn around to bite me in the butt like some of the other 'new' features?Just delete them?Hover mouse over them, click on the pencil icon and choose ""delete""",Unedited,Announcements,https://community.upwork.com/t5/Announcements/Interested-in-trying-out-a-new-beta-feature-on-Upwork/td-p/634898
Interested in trying out a new beta feature on Upwork?,8/22/19 7:55,,6c4510a20a337395,CommunityGuru,"Hi Sanja,We've merged your post with this announcement about the test. Some people volunteer to be added but we're also inviting a small group of freelancers to the beta test. The items you see are default projects that are based on previous projects you’ve completed. However, you can review and customize these since you know best what your clients need. Also, you can remove them and the section will not appear on your profile.Hmmm, I don't see menu, sales collateral, or report in my list of completed contracts. Very strange. I'm not necessarily opposed to trying the feature but if I had time to dream up my project and price list I would have volunteered. I guess I'll take a look this weekend and see what I can list.",Unedited,Announcements,https://community.upwork.com/t5/Announcements/Interested-in-trying-out-a-new-beta-feature-on-Upwork/td-p/634898
Interested in trying out a new beta feature on Upwork?,8/22/19 9:22,,e954458f01d5e7f9,CommunityGuru,"Hi Sanja,We've merged your post with this announcement about the test. Some people volunteer to be added but we're also inviting a small group of freelancers to the beta test. The items you see are default projects that are based on previous projects you’ve completed. However, you can review and customize these since you know best what your clients need. Also, you can remove them and the section will not appear on your profile.Thanks much for the explanation Valeria.",Unedited,Announcements,https://community.upwork.com/t5/Announcements/Interested-in-trying-out-a-new-beta-feature-on-Upwork/td-p/634898
Interested in trying out a new beta feature on Upwork?,8/22/19 8:39,,7bcf6fafa562c203,ActiveMember,Interested:https://www.upwork.com/o/profiles/users/_~015cfedc368511ca7a/,Unedited,Announcements,https://community.upwork.com/t5/Announcements/Interested-in-trying-out-a-new-beta-feature-on-Upwork/td-p/634898
Interested in trying out a new beta feature on Upwork?,8/22/19 10:15,,8a1e2f23ce094537,ActiveMember,"Upwork seems to be trying to simplify things that cannot be simplified.As another freelancer mentioned, projects are big or small, and even the size or number of pages may not mean much to what a rate must be. Unless I want to add dozens of projects, there's no way for me to communicate the breadth of the work I do and the potential charges, and without reading a client's description of their work and/or seeing a sample, there's no way for me to say whether I'll charge 10.00 or 25.00 to edit a thousand words. I don't want an author who I'd charge 200.00 to pass me over because they think I'd charge 2,000.00. Simplified as it is, this is going to give clients the wrong impression about how much professional work costs, and put me, for instance, in the position of having to explain to a writer that their writing isn't as strong/clean as another's, and therefore the rate is much higher. That's an unpleasant, unnecessary conversation which wouldn't even be broached if there weren't a base rate on my profile.I've already deleted the ""projects"" (two of which I didn't do/don't do) that were placed on my profile without my being asked. I sincerely hope that this won't become a feature of profiles that's mandatory. If it does, that may very well be the last straw that causes me to leave the site.",Unedited,Announcements,https://community.upwork.com/t5/Announcements/Interested-in-trying-out-a-new-beta-feature-on-Upwork/td-p/634898
